"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1667,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1195,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.9187,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.7192,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4955,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.90033,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.83161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.82455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.85078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.88414,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.88615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.85523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.83643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.85808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.87982,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.9007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.92557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.96781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.91839,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",102.0253,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",102.2234,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.4246,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.4347,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.0957,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",101.5783,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",101.0943,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.7863,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.5841,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.377,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.0792,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.7013,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.2565,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.7479,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.2214,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.728,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.3036,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.9153,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.5309,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.1514,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",95.8404,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.7338,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",95.9822,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",96.4878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.1776,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.0191,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.8521,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.4734,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.7306,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.025,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.5101,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.1526,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.7638,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.1923,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.4543,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.5508,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.453,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.252,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.0263,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.8124,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.5991,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.3529,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.0416,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.6908,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.3314,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.9857,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.6629,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.3777,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.1476,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.9507,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.7751,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.6335,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.5573,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.617,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.8766,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.2128,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.4673,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.5239,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.4663,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.4035,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.4095,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.4675,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.5473,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.6294,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.7079,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.7825,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.8536,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.9222,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.9899,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.061,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1468,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.2655,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.4292,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.5967,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.7073,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.7102,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.6508,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.5846,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.5522,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.5622,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.6252,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.7454,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.8595,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8745,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7124,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4529,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.192,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.9984,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.8701,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.8047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.8033,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.8123,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.7666,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.622,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.4428,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.3178,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.3108,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.3579,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.3707,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.2855,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.1473,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.0226,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.9654,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.9697,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.0352,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.1722,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.3443,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.5157,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.6629,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.7875,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.8875,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.9518,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.9795,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.9591,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.8846,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.8195,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.8587,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.0802,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.3933,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.6834,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8659,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.963,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9981,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.9759,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.925,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.8647,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.8013,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.7332,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.6553,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5664,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.4883,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.4539,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.4865,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.5333,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5194,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3864,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.1924,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.0138,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.9085,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.8635,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.8644,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.9043,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.9468,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.9465,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.8662,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.7366,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.5903,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6999,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.4579,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.2267,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.9557,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.68583,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.39925,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.22884,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.08202,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.88654,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.63181,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.36864,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.25306,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.26723,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.32004,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.36842,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.45495,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.41848,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.36488,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.31191,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.36331,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.56594,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.76805,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.91367,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.97606,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.03804,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.27473,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.57535,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.83361,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.96346,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0023,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.89062,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.70461,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.49643,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.29955,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.18636,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.1788,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.24115,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.28749,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.37547,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.434,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.34098,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.21118,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.1127,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.03111,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.96793,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.977,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.9566,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.85122,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.64184,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.4814,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.37709,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.23022,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.21168,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.38162,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.69299,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.03239,
